Unique_Scientific_Name,Wing_Chord,Bill_Depth
Ammodramus_nelsoni,59.5,5.1
Ammodramus_nelsoni,55,5.1
Ammodramus_nelsoni,58,5.2
Ammomanes_cinctura,93,4.4
Ammomanes_cinctura,95,4.2
Ammomanes_cinctura,90,4.4
Ammomanes_cinctura,87,3.6
Ammomanes_phoenicura,103,6.9
Ammomanes_phoenicura,102,6.4
Ammomanes_phoenicura,96,6.8
Ammomanes_phoenicura,99,6.8
Ammomanopsis_grayi,85,4.5
Ammomanopsis_grayi,81,4.5
Ammomanopsis_grayi,79,4.6
Ammomanopsis_grayi,81,4.5
Ammomanopsis_grayi,83,NA
Ampelion_rubrocristatus,114,5.8
Ampelion_rubrocristatus,114,6.4
Ampelion_rubrocristatus,111,6
Ampelion_rubrocristatus,113,6.4
Ampelion_rufaxilla,116,5.1
Ampelion_rufaxilla,121,5.3
Ampelion_rufaxilla,112,5.2
Ampelion_rufaxilla,114,5.1
Amphispiza_belli,67,5.4
Amphispiza_belli,63,5
Amphispiza_belli,61.5,5.4
Amphispiza_belli,62,5.2
Amphispiza_belli,68,5.6
Amphispiza_belli,63,5.8
Amphispiza_belli,64,5.6
Amphispiza_belli,66,5.4
Amphispiza_bilineata,63,6
Amphispiza_bilineata,63,6.2
Amphispiza_bilineata,64,5.6
Amphispiza_bilineata,66,5.4
Amphispiza_bilineata,59,6.2
Amphispiza_bilineata,66,5.8
Amytornis_ballarae,60.9,4.9
Amytornis_ballarae,61.3,5.1
Amytornis_ballarae,57,4.9
Amytornis_ballarae,61.8,5
Amytornis_dorotheae,61,5.1
Amytornis_dorotheae,61,4.5
Amytornis_dorotheae,61,4.9
Amytornis_dorotheae,59,4.7
Amytornis_purnelli,61,4.4
Amytornis_purnelli,62,4.1
Amytornis_purnelli,60,3.9
Amytornis_purnelli,61,4.4
Amytornis_purnelli,58,4.3
Amytornis_purnelli,59,4.3
Amytornis_purnelli,60,3.5
Amytornis_purnelli,59,3.7
Amytornis_purnelli,63.5,NA
Amytornis_woodwardi,74,5.5
Amytornis_woodwardi,76,5.3
Amytornis_woodwardi,75,5.4
Amytornis_woodwardi,75,5.1
Amytornis_woodwardi,77.5,NA
Anabazenops_dorsalis,94,7.4
Anabazenops_dorsalis,95.6,7.8
Anabazenops_dorsalis,98.1,8.1
Anabazenops_dorsalis,91.9,7.1
Anabazenops_dorsalis,83.8,7.1
Anabazenops_fuscus,95,6.2
Anabazenops_fuscus,81,6.8
Anabazenops_fuscus,95,7
Anabazenops_fuscus,88,7.3
Anabazenops_fuscus,89.3,NA
Anabazenops_fuscus,92.4,7.3
Anabazenops_fuscus,95.1,7.6
Anabazenops_fuscus,82,NA
Anairetes_agilis,52,2.9
Anairetes_agilis,58.5,3.2
Anairetes_agilis,57,2.8
Anairetes_agilis,62,2.8
Anairetes_agraphia,55.5,3
Anairetes_agraphia,55,3.4
Anairetes_agraphia,58,3.2
Anairetes_agraphia,57,3
Anairetes_agraphia,59,3.3
Anairetes_agraphia,53,3.4
Anairetes_agraphia,54,3.5
Anairetes_agraphia,53,2.9
Anairetes_agraphia,53.5,3
Anairetes_agraphia,52,2.7
Anairetes_agraphia,57,3.2
Anairetes_agraphia,55,3.4
Anairetes_agraphia,58,3.4
Anairetes_agraphia,57,3.4
Anairetes_agraphia,57,3.2
Anairetes_alpinus,63,2.5
Anairetes_alpinus,64,2.9
Anairetes_flavirostris,51,3.1
Anairetes_flavirostris,49,3.3
Anairetes_flavirostris,44,2.8
Anairetes_flavirostris,48,3.3
Anairetes_nigrocristatus,60,2.3
Anairetes_nigrocristatus,58,2.6
Anairetes_nigrocristatus,55,2.5
Anairetes_nigrocristatus,58,2.8
Anairetes_parulus,47.5,2.2
Anairetes_parulus,50,2.1
Anairetes_parulus,50,2
Anairetes_parulus,48,2.2
Anairetes_parulus,46.5,2.1
Anairetes_reguloides,51.5,2.3
Anairetes_reguloides,53.5,2.4
Anairetes_reguloides,52.5,2.4
Anairetes_reguloides,52,2.5
Anas_acuta,244,14.2
Anas_acuta,240,14.8
Anas_acuta,275,15.4
Anas_acuta,278,15
Anas_americana,252,13.1
Anas_americana,251,11
Anas_americana,243,11
Anas_americana,262,12.1
Anas_aucklandica,141,13.5
Anas_aucklandica,142,13.7
Anas_aucklandica,123,11.7
Anas_aucklandica,131,11.6
Anas_bahamensis,213,14.1
Anas_bahamensis,199,12.1
Anas_bahamensis,198,12.4
Anas_bahamensis,212,12.4
Anas_castanea,218,14.2
Anas_castanea,217,12.4
Anas_castanea,193,11.1
Anas_castanea,180,12
Anas_chlorotis,200,13.2
Anas_chlorotis,194,15.8
Anas_chlorotis,192,13.8
Anas_chlorotis,190,15.1
Anas_clypeata,236,18.6
Anas_clypeata,225,17.2
Anas_clypeata,220,18.5
Anas_clypeata,217,19.2
Anas_crecca,183,11.1
Anas_crecca,180,12
Anas_crecca,176,10.7
Anas_crecca,181,12
Anas_cyanoptera,194,15.5
Anas_cyanoptera,192,12.2
Anas_cyanoptera,178,12.2
Anas_cyanoptera,177,13.8
Anas_discors,182,10.8
Anas_discors,179,11.6
Anas_discors,186,13.3
Anas_discors,186,14.6
Anas_erythrorhyncha,222,14.7
Anas_erythrorhyncha,219,14.5
Anas_erythrorhyncha,206,12.9
Anas_erythrorhyncha,203,12.5
Anas_falcata,240,12.2
Anas_falcata,245,13.1
Anas_falcata,236,13.1
Anas_falcata,231,12.5
Anas_flavirostris,194,11.8
Anas_flavirostris,194,11.6
Anas_flavirostris,177,11.1
Anas_flavirostris,191,11.7
Anas_fulvigula,252,18.5
Anas_fulvigula,243,17
Anas_fulvigula,234,12.7
Anas_fulvigula,249,15.3
Anas_georgica,217,13.2
Anas_georgica,206,13.5
Anas_georgica,206,12.7
Anas_georgica,198,13.3
Anas_gracilis,204,12
Anas_gracilis,196,13.2
Anas_gracilis,184,12.8
Anas_gracilis,191,11
Anas_hottentota,148,11.2
Anas_hottentota,148,11.6
Anas_hottentota,149,11.1
Anas_hottentota,143,11.3
Anas_luzonica,224,13.7
Anas_luzonica,238,14
Anas_luzonica,240,14.6
Anas_luzonica,246,15.1
Anas_melleri,249,16.5
Anas_melleri,243,13.7
Anas_melleri,245,14.5
Anas_melleri,227,15.7
Anas_platyrhynchos,289,18.8
Anas_platyrhynchos,249,14.4
Anas_platyrhynchos,249,17.7
Anas_platyrhynchos,268,20.4
Anas_poecilorhyncha,274,15
Anas_poecilorhyncha,286,15.9
Anas_poecilorhyncha,259,16.1
Anas_poecilorhyncha,279,16
Anas_puna,215,15
Anas_puna,227,17.1
Anas_puna,216,16.6
Anas_puna,198,15.4
Anas_querquedula,193,13.8
Anas_querquedula,200,13.8
Anas_querquedula,182,12.2
Anas_querquedula,176,11.2
Anas_rhynchotis,237,18
Anas_rhynchotis,208,16.8
Anas_rhynchotis,234,19.3
Anas_rhynchotis,218,15.6
Anas_rubripes,272,17.6
Anas_rubripes,262,18.4
Anas_rubripes,271,17.7
Anas_rubripes,258,15.4
Anas_sibilatrix,226,12.7
Anas_sibilatrix,256,14.2
Anas_sibilatrix,250,11
Anas_sibilatrix,239,11.1
Anas_smithii,223,15.7
Anas_smithii,233,16.6
Anas_smithii,232,16.5
Anas_smithii,229,17.2
Anas_strepera,255,13
Anas_strepera,263,13.2
Anas_strepera,248,13.5
Anas_strepera,234,12.7
Anas_superciliosa,239,15.2
Anas_superciliosa,253,16.7
Anas_superciliosa,255,15.6
Anas_superciliosa,259,15.1
Anas_undulata,239,13.7
Anas_undulata,234,14
Anas_undulata,218,12.3
Anas_undulata,237,14.4
Anas_versicolor,187,13.3
Anas_versicolor,190,14.1
Anas_versicolor,186,16
Anas_versicolor,173,13.5
Ancistrops_strigilatus,96,7.2
Ancistrops_strigilatus,92,NA
Ancistrops_strigilatus,89,6.8
Ancistrops_strigilatus,92,6.9
Ancistrops_strigilatus,91,7.5
Ancistrops_strigilatus,88.8,7.6
Ancistrops_strigilatus,91.3,7
Ancistrops_strigilatus,97.9,7.1
Ancistrops_strigilatus,97,6.7
Ancistrops_strigilatus,99.9,6.4
Andigena_cucullata,181.5,26.7
Andigena_cucullata,183,30.3
Andigena_cucullata,174.5,28.2
Andigena_cucullata,187,26.4
Andigena_hypoglauca,171,29.2
Andigena_hypoglauca,176,29.6
Andigena_hypoglauca,172,29.4
Andigena_hypoglauca,154,28.5
Andigena_laminirostris,169.7,30.3
Andigena_laminirostris,161.7,27.3
Andigena_laminirostris,159.5,26.9
Andigena_laminirostris,173.5,30.7
Andropadus_ansorgei,72,3.7
Andropadus_ansorgei,76,3.7
Andropadus_ansorgei,70,4
Andropadus_ansorgei,70,3.7
Andropadus_gracilirostris,84,4.6
Andropadus_gracilirostris,83,4.1
Andropadus_gracilirostris,84,4.2
Andropadus_gracilirostris,82,4.5
Andropadus_gracilis,73,3.3
Andropadus_gracilis,71,3.6
Andropadus_gracilis,69,3.5
Andropadus_gracilis,68,3.7
Andropadus_gracilis,71,NA
Andropadus_latirostris,81,5.7
Andropadus_latirostris,85,5.2
Andropadus_latirostris,75,4.7
Andropadus_latirostris,79.5,5.4
Andropadus_masukuensis,85,3.5
Andropadus_masukuensis,82,3.6
Andropadus_masukuensis,87,3.8
Andropadus_masukuensis,81.5,3.7
Andropadus_masukuensis,80,3.9
Andropadus_masukuensis,81.5,NA
Andropadus_masukuensis,75,4.3
Andropadus_masukuensis,79,4.8
Andropadus_milanjensis,94,5.1
Andropadus_milanjensis,92,4.7
Andropadus_milanjensis,93,4.8
Andropadus_milanjensis,89,4.4
Andropadus_milanjensis,91.8,NA
Andropadus_milanjensis,90,NA
Andropadus_montanus,92,4.2
Andropadus_montanus,83,4
Andropadus_montanus,78,4.2
Andropadus_montanus,80,4.2
Andropadus_nigriceps,95,5.2
Andropadus_nigriceps,89,4.8
Andropadus_nigriceps,86,4.5
Andropadus_nigriceps,86,4.6
Andropadus_tephrolaemus,86,4.6
Andropadus_tephrolaemus,79,4.2
Andropadus_tephrolaemus,81,3.8
Andropadus_tephrolaemus,84,4
Andropadus_tephrolaemus,86.5,NA
Andropadus_virens,75,4.6
Andropadus_virens,79,NA
Andropadus_virens,87,NA
Andropadus_virens,81,NA
Andropadus_virens,77.5,4.8
Andropadus_virens,71,4.2
Andropadus_virens,73.5,4
Andropadus_virens,87,NA
Andropadus_virens,82,NA
Andropadus_virens,81,NA
Andropadus_virens,82,NA
Andropadus_virens,78,NA
Anhinga_anhinga,350,12.8
Anhinga_anhinga,342,14
Anhinga_anhinga,355,13.6
Anhinga_anhinga,335,14.4
Anhinga_novaehollandiae,367,12.7
Anhinga_novaehollandiae,347,14.1
Anhinga_novaehollandiae,350,11
Anhinga_novaehollandiae,348,12.7
Anhinga_rufa,344,10.7
Anhinga_rufa,341,11.9
Anhinga_rufa,355,13.9
Anhinga_rufa,332,11.7
Anisognathus_igniventris,93,6.4
Anisognathus_igniventris,87,7
Anisognathus_igniventris,83,6.1
Anisognathus_igniventris,85,6
Anisognathus_igniventris,85,6.1
Anisognathus_igniventris,88,6.5
Anisognathus_igniventris,89,6.6
Anisognathus_igniventris,84,6.1
Anisognathus_igniventris,84,6.3
Anisognathus_igniventris,90,5.7
Anisognathus_igniventris,88,6.3
Anisognathus_igniventris,88,7
Anisognathus_igniventris,82,6.3
Anisognathus_igniventris,89,6.4
Anisognathus_igniventris,87,6.1
Anisognathus_igniventris,90,6.2
Anisognathus_igniventris,78,5.5
Anisognathus_igniventris,93,6.3
Anisognathus_igniventris,83,6
Anisognathus_igniventris,90,6.1
Anisognathus_igniventris,93,6.2
Anisognathus_igniventris,88,6.3
Anisognathus_igniventris,89,6.7
Anisognathus_igniventris,90,6.2
Anisognathus_igniventris,88,5.8
Anisognathus_igniventris,86,6.3
Anisognathus_igniventris,91,6.1
Anisognathus_igniventris,86,6.4
Anisognathus_igniventris,93,6.8
Anisognathus_igniventris,86,6
Anisognathus_igniventris,91,6.4
Anisognathus_igniventris,89,6.4
Anisognathus_igniventris,88,6.4
Anisognathus_lacrymosus,91,5.9
Anisognathus_lacrymosus,92.5,6.3
Anisognathus_lacrymosus,86,5.8
Anisognathus_lacrymosus,85,6.6
Anisognathus_melanogenys,86,7.6
Anisognathus_melanogenys,90,7.2
Anisognathus_melanogenys,86,7.6
Anisognathus_melanogenys,88,7.8
Anisognathus_notabilis,96,7.3
Anisognathus_notabilis,100.5,7.4
Anisognathus_notabilis,103,8
Anisognathus_notabilis,100,7.3
Anisognathus_somptuosus,88,7
Anisognathus_somptuosus,94,8.2
Anisognathus_somptuosus,90,7.5
Anisognathus_somptuosus,94,7.8
Anodorhynchus_hyacinthinus,490,85.8
Anodorhynchus_hyacinthinus,448,76
Anodorhynchus_hyacinthinus,412,92.9
Anodorhynchus_hyacinthinus,377,87.8
Anodorhynchus_leari,390,73.2
Anodorhynchus_leari,357,NA
Anodorhynchus_leari,385,NA
Anodorhynchus_leari,375,NA
Anodorhynchus_leari,398,66.9
Anodorhynchus_leari,378,56.4
Anodorhynchus_leari,398,57.4
Anodorhynchus_leari,372,56
Anodorhynchus_leari,378,NA
Anodorhynchus_leari,341,NA
Anodorhynchus_leari,388,NA
Anodorhynchus_leari,371,NA
Anodorhynchus_leari,364,NA
Anodorhynchus_leari,392,NA
Anodorhynchus_leari,385,NA
Anodorhynchus_leari,NA,NA
Anorrhinus_austeni,330,53.7
Anorrhinus_austeni,324,50.9
Anorrhinus_tickelli,318,56.2
Anorrhinus_tickelli,316,51.6
Anorrhinus_tickelli,303,48.9
Anorrhinus_tickelli,300,47.4
Anser_albifrons,394,16.6
Anser_albifrons,405,19.5
Anser_albifrons,432,18.5
Anser_albifrons,395,14.3
Anser_anser,447,21.1
Anser_anser,455,22.2
Anser_anser,413,19.7
Anser_anser,392,19.6
Anser_brachyrhynchus,433,13
Anser_brachyrhynchus,455,16.7
Anser_brachyrhynchus,425,15.1
Anser_brachyrhynchus,398,15.1
Anser_cygnoides,386,22.2
Anser_cygnoides,439,19.6
Anser_cygnoides,450,19.8
Anser_cygnoides,414,19.6
Anser_erythropus,358,15.1
Anser_erythropus,357,13.9
Anser_erythropus,394,13.5
Anser_erythropus,365,11.3
Anser_fabalis,444,20.7
Anser_fabalis,459,20.3
Anser_fabalis,438,21.4
Anser_fabalis,470,21.5
Anser_indicus,463,14.2
Anser_indicus,402,14.5
Anser_indicus,434,14.1
Anser_indicus,414,13.2
Anthocephala_floriceps,53,1.6
Anthocephala_floriceps,52,2.1
Anthocephala_floriceps,50,1.5
Anthochaera_carunculata,160.1,6
Anthochaera_carunculata,158,6.6
Anthochaera_carunculata,143,5.5
Anthochaera_carunculata,159.3,6
Anthochaera_carunculata,154,NA
Anthochaera_chrysoptera,121,5.4
Anthochaera_chrysoptera,119,5.3
Anthochaera_chrysoptera,129,5.8
Anthochaera_chrysoptera,130,6.1
Anthochaera_chrysoptera,126,NA
Anthochaera_lunulata,134,5.2
Anthochaera_lunulata,130,5.8
Anthochaera_lunulata,112,5.5
Anthochaera_lunulata,115,5.5
Anthochaera_paradoxa,182,5.6
Anthochaera_paradoxa,171.8,6.4
Anthochaera_paradoxa,171.6,6.1
Anthochaera_paradoxa,166.5,6.4
Anthracothorax_prevostii,65.4,2.6
Anthracothorax_prevostii,62,2.2
Anthracothorax_prevostii,65.9,2.2
Anthracothorax_prevostii,64,2.3
Anthracothorax_veraguensis,66.3,2.6
Anthracothorax_veraguensis,65.2,1.9
Anthracothorax_veraguensis,64.8,2.4
Anthracothorax_veraguensis,68.1,1.4
Anthropoides_paradiseus,575,18.4
Anthropoides_paradiseus,553,18.5
Anthropoides_paradiseus,585,18.5
Anthropoides_paradiseus,512,17
Anthropoides_virgo,455,11.2
Anthropoides_virgo,478,12
Anthropoides_virgo,470,12
Anthropoides_virgo,483,13.8
Anumbius_annumbi,79,4.7
Anumbius_annumbi,78.1,4.5
Anumbius_annumbi,82.5,4.7
Anumbius_annumbi,82,NA
Anumbius_annumbi,83,5.1
Anumbius_annumbi,80,4.5
Anumbius_annumbi,77,4.8
Anumbius_annumbi,83.5,4.5
Anumbius_annumbi,83.8,4.8
Anumbius_annumbi,83.3,4.7
Anumbius_annumbi,79.9,4.7
Anumbius_annumbi,85,4.8
Apaloderma_aequatoriale,112,10.1
Apaloderma_aequatoriale,125,10.3
Apaloderma_aequatoriale,107,8.8
Apaloderma_aequatoriale,116,8.8
Apaloderma_narina,128,11
Apaloderma_narina,129,11
Apaloderma_narina,128,9.1
Apaloderma_narina,132,10.1
Aphantochroa_cirrochloris,68,2.5
Aphantochroa_cirrochloris,67,2.6
Aphantochroa_cirrochloris,67,2.2
Aphantochroa_cirrochloris,64,2.6
Aphelocoma_californica,123,10.5
Aphelocoma_californica,118,10
Aphelocoma_californica,122,9.3
Aphelocoma_californica,125,9.2
Aphelocoma_insularis,138,10.7
Aphelocoma_insularis,140,10.4
Aphelocoma_insularis,139,10.3
Aphelocoma_insularis,133,10.1
Aphelocoma_ultramarina,179,10
Aphelocoma_ultramarina,171,9.9
Aphelocoma_ultramarina,173.5,9.4
Aphelocoma_ultramarina,178,10.7
Aphelocoma_ultramarina,170,10.5
Aphelocoma_ultramarina,159,9.8
Aphelocoma_unicolor,164.5,10.3
Aphelocoma_unicolor,171.5,10.4
Aphelocoma_unicolor,152,9.8
Aphelocoma_unicolor,160,10.4
Aphriza_virgata,173,5.7
Aphriza_virgata,174,6
Aphriza_virgata,175,5
Aphriza_virgata,169,5.1
Aprosmictus_erythropterus,190,16.7
Aprosmictus_erythropterus,190,16.7
Aprosmictus_erythropterus,197,17
Aprosmictus_erythropterus,190,17.7
Aprosmictus_jonquillaceus,169,17
Aprosmictus_jonquillaceus,177,18.4
Aprosmictus_jonquillaceus,175,18.5
Aprosmictus_jonquillaceus,185,19.1
Apteryx_australis,0.1,6
Apteryx_australis,0.1,5.6
Apteryx_australis,0.1,6.1
Apteryx_australis,0.1,5
Apteryx_haastii,0.1,5.8
Apteryx_haastii,0.1,5.4
Apteryx_haastii,0.1,5.8
Apteryx_haastii,0.1,6
Apteryx_haastii,0.1,6.1
Apteryx_mantelli,0.1,4.4
Apteryx_mantelli,0.1,4.8
Apteryx_mantelli,0.1,4.5
Apteryx_mantelli,0.1,4.2
Apteryx_owenii,0.1,4
Apteryx_owenii,0.1,3.2
Apteryx_owenii,0.1,3.3
Apteryx_owenii,0.1,2.8
Aquila_adalberti,602,31.2
Aquila_adalberti,612,30.8
Aquila_adalberti,596,32.7
Aquila_adalberti,560,29.2
Aquila_africana,318,19.7
Aquila_africana,323,20.4
Aquila_africana,360,20.2
Aquila_africana,368,21.3
Aquila_audax,578,28
Aquila_audax,603,31.3
Aquila_audax,635,31.5
Aquila_audax,630,28.9
Aquila_chrysaetos,595,27
Aquila_chrysaetos,628,28.8
Aquila_chrysaetos,578,26.2
Aquila_chrysaetos,617,28.7
Aquila_clanga,499,23.3
Aquila_clanga,512,23
Aquila_clanga,517,24
Aquila_clanga,500,22.7
Aquila_fasciatus,470,21.3
Aquila_fasciatus,486,25.6
Aquila_fasciatus,490,23.9
Aquila_fasciatus,501,24
Aquila_gurneyi,532,15.2
Aquila_gurneyi,547,25.2
Aquila_gurneyi,540,25.4
Aquila_gurneyi,559,NA
Aquila_heliaca,610,31
Aquila_heliaca,580,29.3
Aquila_heliaca,574,28.4
Aquila_heliaca,575,27.1
Aquila_pomarina,440,19.3
Aquila_pomarina,459,20.3
Aquila_pomarina,456,20
Aquila_pomarina,457,18.7
Aquila_rapax,488,24.4
Aquila_rapax,493,22.9
Aquila_rapax,523,24.8
Aquila_rapax,520,23.4
Arcanator_orostruthus,85,3.9
Arcanator_orostruthus,85,NA
Arcanator_orostruthus,86,NA
Archboldia_papuensis,166,9.5
Archboldia_papuensis,166,9.8
Archboldia_papuensis,164,9.6
Archboldia_papuensis,152,8.7
Archilochus_alexandri,39.9,1.2
Archilochus_alexandri,39.3,1.5
Archilochus_alexandri,44.8,1.7
Archilochus_alexandri,45.6,1.9
Archilochus_colubris,40,2.2
Archilochus_colubris,38.5,1.3
Archilochus_colubris,46.5,1.5
Archilochus_colubris,44.5,1.9
Ardea_modesta,363,16.5
Ardea_modesta,330,16.1
Ardea_modesta,283,16.8
Ardea_modesta,374,18.5
Ardeotis_arabs,502,13.5
Ardeotis_arabs,408,13.5
Ardeotis_arabs,597,15
Ardeotis_arabs,651,15.1
Ardeotis_australis,595,19.1
Ardeotis_australis,590,18.7
Ardeotis_kori,786,23.9
Ardeotis_kori,608,18
Ardeotis_kori,633,17
Ardeotis_kori,714,23.8
Ardeotis_nigriceps,687,17.4
Ardeotis_nigriceps,668.5,20.9
Ardeotis_nigriceps,538,16.9
Ardeotis_nigriceps,545,15.7
Arenaria_interpres,143,5.8
Arenaria_interpres,144,5.2
Arenaria_interpres,147,5.4
Arenaria_interpres,153,5.3
Arenaria_melanocephala,141,5.1
Arenaria_melanocephala,140,5.4
Arenaria_melanocephala,143,4.9
Arenaria_melanocephala,144,4.8
Argusianus_argus,NA,10.6
Argusianus_argus,NA,11.7
Argusianus_argus,356,9.3
Argusianus_argus,326,9.6
Argusianus_argus,447,12.4
Argusianus_argus,450,12.9
Argusianus_argus,361,10.2
Argusianus_argus,365,11.1
Arremonops_chloronotus,67,7.7
Arremonops_chloronotus,69,8.1
Arremonops_chloronotus,63,8
Arremonops_chloronotus,62,8.3
Arremonops_chloronotus,66,7.9
Arremonops_chloronotus,70,7.6
Arremonops_chloronotus,65,7.7
Arremonops_rufivirgatus,67,6.5
Arremonops_rufivirgatus,66,6.7
Arremonops_rufivirgatus,62,6.5
Arremonops_rufivirgatus,63,7
Arremonops_rufivirgatus,74,6.9
Arremonops_rufivirgatus,63,6.9
Arremonops_rufivirgatus,62,7.5
Arundinicola_leucocephala,70,5
Arundinicola_leucocephala,62,5.1
Arundinicola_leucocephala,58,5
Arundinicola_leucocephala,54,4.8
Astrapia_mayeri,171,6.4
Astrapia_mayeri,171,7.2
Astrapia_mayeri,180,7
Astrapia_mayeri,176,7.9
Astrapia_mayeri,160,7.5
Astrapia_mayeri,153,7.2
Astrapia_nigra,181,8.6
Astrapia_nigra,188,8.5
Astrapia_nigra,173,9
Astrapia_nigra,182,8.3
Astrapia_splendidissima,138,8.1
Astrapia_splendidissima,133,8
Astrapia_splendidissima,135,7.4
Astrapia_splendidissima,132,7.8
Astrapia_stephaniae,144,6.7
Astrapia_stephaniae,154,7.8
Astrapia_stephaniae,134,7.2
Astrapia_stephaniae,156,6.8
Atelornis_crossleyi,96,7.7
Atelornis_crossleyi,86,7
Atelornis_crossleyi,89,7.9
Atelornis_crossleyi,94,8.5
Atelornis_pittoides,114,9.6
Atelornis_pittoides,112,10
Atelornis_pittoides,106,9.4
Atelornis_pittoides,108,9.2
Athene_brama,157,11.9
Athene_brama,158,12.3
Athene_brama,156,11.5
Athene_brama,168,11.9
Athene_brama,153,11
Athene_brama,141,10.8
Athene_brama,149,10.8
Athene_brama,142,10
Athene_cunicularia,184,12.5
Athene_cunicularia,181,14.8
Athene_cunicularia,188,13.1
Athene_cunicularia,167,14.4
Athene_noctua,155,11
Athene_noctua,153,11.3
Athene_noctua,157,11.7
Athene_noctua,163,11.5
Attagis_gayi,190,8.6
Attagis_gayi,185,7.9
Attagis_gayi,183,9.1
Attagis_gayi,202,8.5
Attagis_malouinus,161,8.1
Attagis_malouinus,165,8
Attagis_malouinus,164,8.1
Attagis_malouinus,177,7.8
Atticora_melanoleuca,88,2.5
Atticora_melanoleuca,93,2.3
Atticora_melanoleuca,91,2.2
Atticora_melanoleuca,90,1.9
Attila_citriniventris,81.2,5.8
Attila_citriniventris,84.4,5.7
Attila_citriniventris,77,6.3
Attila_citriniventris,65,5.6
Attila_citriniventris,77.2,6.1
Attila_phoenicurus,94,5.5
Attila_phoenicurus,92,5.1
Attila_phoenicurus,91,5.3
Attila_phoenicurus,92,5.7
Attila_rufus,90,5.9
Attila_rufus,95,7.2
Attila_rufus,91,6
Attila_rufus,92,6.6
Attila_spadiceus,84,5.6
Attila_spadiceus,89,6.5
Attila_spadiceus,88,5.7
Attila_spadiceus,80,5.8
Attila_spadiceus,78,5.6
Attila_spadiceus,87,6.4
Attila_spadiceus,82,5.9
Attila_spadiceus,85,6.6
Attila_spadiceus,80,6.2
Attila_spadiceus,79,6.8
Attila_torridus,94,6.8
Attila_torridus,92,6.4
Attila_torridus,94,6.4
Attila_torridus,94,6.4
Aulacorhynchus_coeruleicinctis,139,23.1
Aulacorhynchus_coeruleicinctis,136,23.2
Aulacorhynchus_coeruleicinctis,134,22.3
Aulacorhynchus_coeruleicinctis,149,27.8
Aulacorhynchus_coeruleicinctis,137,24.7
Aulacorhynchus_derbianus,132.5,24.4
Aulacorhynchus_derbianus,125,24.3
Aulacorhynchus_derbianus,134.5,24.5
Aulacorhynchus_derbianus,124.5,23.8
Aulacorhynchus_haematopygus,135,30.2
Aulacorhynchus_haematopygus,139,28
Aulacorhynchus_haematopygus,137,28.5
Aulacorhynchus_haematopygus,149,30.1
Aulacorhynchus_haematopygus,132,22
Aulacorhynchus_prasinus,130,23.9
Aulacorhynchus_prasinus,135,22.3
Aulacorhynchus_prasinus,130,22
Aulacorhynchus_prasinus,134,23.4
Aulacorhynchus_sulcatus,127,20.6
Aulacorhynchus_sulcatus,120.5,18.2
Aulacorhynchus_sulcatus,129.5,20.1
Aulacorhynchus_sulcatus,128,19.6
Automolus_infuscatus,94,6.4
Automolus_infuscatus,92,6.5
Automolus_infuscatus,85,6.5
Automolus_infuscatus,90,6.7
Automolus_infuscatus,95,6.8
Automolus_infuscatus,95,7.1
Automolus_infuscatus,93,6.9
Automolus_infuscatus,92,6.5
Automolus_infuscatus,92,6.8
Automolus_infuscatus,95,6.7
Automolus_infuscatus,92,6.5
Automolus_infuscatus,90,6.3
Automolus_infuscatus,88,6.3
Automolus_infuscatus,89,6.7
Automolus_infuscatus,95.6,6.5
Automolus_infuscatus,93.1,6.8
Automolus_infuscatus,88.4,6
Automolus_infuscatus,89.4,6.5
Automolus_leucophthalmus,92,6.3
Automolus_leucophthalmus,98,6.4
Automolus_leucophthalmus,90,6.1
Automolus_leucophthalmus,95,6.4
Automolus_leucophthalmus,85.9,6.3
Automolus_leucophthalmus,85.2,6
Automolus_leucophthalmus,90.2,6.3
Automolus_melanopezus,89,6.3
Automolus_melanopezus,81,6.6
Automolus_melanopezus,90,6.5
Automolus_melanopezus,85.6,NA
Automolus_melanopezus,80.4,6
Automolus_melanopezus,85.6,6.5
Automolus_melanopezus,85.5,6.4
Automolus_melanopezus,86.7,6.2
Automolus_melanopezus,81,6.8
Automolus_melanopezus,80,6.2
Automolus_melanopezus,87,6.5
Automolus_melanopezus,86,6
Automolus_ochrolaemus,88,6
