Unique_Scientific_Name,Wing_Chord,Bill_Depth
Neomorphus_pucheranii,176,18.5
Neomorphus_radiolosus,152,18.8
Neomorphus_rufipennis,174,15.7
Neomorphus_rufipennis,173,15.7
Neomorphus_rufipennis,170,14.5
Neomorphus_rufipennis,165,16.5
Neopelma_aurifrons,68,3.7
Neopelma_aurifrons,65,3.6
Neopelma_aurifrons,70,3
Neopelma_aurifrons,71,4.3
Neopelma_chrysocephalum,72,4.2
Neopelma_chrysocephalum,65,4.2
Neopelma_chrysocephalum,61,3.8
Neopelma_chrysocephalum,63,4.3
Neopelma_pallescens,77,4.3
Neopelma_pallescens,81,4.5
Neopelma_pallescens,76,4.1
Neopelma_pallescens,71,4.4
Neopelma_sulphureiventer,75,4.3
Neopelma_sulphureiventer,73,3.7
Neopelma_sulphureiventer,74,4
Neopelma_sulphureiventer,69,4.1
Neophema_chrysogaster,105,12.8
Neophema_chrysogaster,110,11.7
Neophema_chrysogaster,106,11.2
Neophema_chrysogaster,107,12.3
Neophema_chrysostoma,114,11
Neophema_chrysostoma,107,12
Neophema_chrysostoma,102,12.8
Neophema_chrysostoma,101,12.1
Neophema_elegans,106,12
Neophema_elegans,109,11.3
Neophema_elegans,109,11.6
Neophema_elegans,108,13.2
Neophema_petrophila,114,11
Neophema_petrophila,112,11.9
Neophema_petrophila,108,12.3
Neophema_petrophila,111,13.4
Neophema_pulchella,111,12.9
Neophema_pulchella,108,13.1
Neophema_pulchella,109,12.8
Neophema_pulchella,111,13.4
Neophema_splendida,113,14.1
Neophema_splendida,124,11.9
Neophema_splendida,117,11.4
Neophema_splendida,115,13.6
Neophron_percnopterus,484,12.6
Neophron_percnopterus,492,13.1
Neophron_percnopterus,482,14.7
Neophron_percnopterus,506,13
Neopsittacus_musschenbroekii,103,11.7
Neopsittacus_musschenbroekii,98,11.6
Neopsittacus_musschenbroekii,101,12.1
Neopsittacus_musschenbroekii,117,16.7
Neopsittacus_pullicauda,103.4,12.1
Neopsittacus_pullicauda,103.2,13.2
Neopsittacus_pullicauda,105.9,13.2
Neopsittacus_pullicauda,105.4,12.9
Neothraupis_fasciata,75,7.5
Neothraupis_fasciata,73,7
Neothraupis_fasciata,68,7.2
Neothraupis_fasciata,67.5,7.3
Neotis_denhami,516,14.6
Neotis_denhami,517,15.1
Neotis_denhami,603,14
Neotis_denhami,599,16.5
Neotis_heuglinii,424,11.2
Neotis_heuglinii,429,11.7
Neotis_heuglinii,493,12.3
Neotis_heuglinii,488,12.6
Neotis_ludwigii,531,11.7
Neotis_ludwigii,471,10.6
Neotis_ludwigii,442,11.6
Neoxolmis_rufiventris,137,5.2
Neoxolmis_rufiventris,152,5.7
Neoxolmis_rufiventris,150,6
Neoxolmis_rufiventris,149,5.3
Nephelornis_oneilli,71.5,4.1
Nephelornis_oneilli,64.5,3.8
Nesoenas_mayeri,211,5.7
Nesoenas_mayeri,214,5.8
Nesoenas_mayeri,206,5.1
Nesoenas_mayeri,203,5.7
Nesoenas_picturata,162,4.4
Nesoenas_picturata,164,5.1
Nesoenas_picturata,165,4.4
Nesoenas_picturata,168,4.8
Nesopsar_nigerrimus,98,6.8
Nesopsar_nigerrimus,103,7.5
Nesopsar_nigerrimus,102,7.3
Nesopsar_nigerrimus,95,7.7
Nesopsar_nigerrimus,98,NA
Nestor_meridionalis,284,34.9
Nestor_meridionalis,286,35.1
Nestor_meridionalis,297,36.6
Nestor_meridionalis,276,32.4
Nestor_notabilis,307,28.2
Nestor_notabilis,297,33.1
Nestor_notabilis,316,25.2
Nestor_notabilis,314,28.2
Nilaus_afer,80,5.5
Nilaus_afer,78,5.4
Nilaus_afer,72,5.6
Nilaus_afer,72,6.1
Nilaus_afer,77.5,NA
Niltava_davidi,94,4.2
Niltava_davidi,93,3.7
Niltava_davidi,87,4.3
Niltava_davidi,89,3.9
Niltava_grandis,95,4.4
Niltava_grandis,98,5.2
Niltava_grandis,94,5.4
Niltava_grandis,92,4.8
Niltava_macgrigoriae,62,3.7
Niltava_macgrigoriae,64,3.1
Niltava_macgrigoriae,63,2.9
Niltava_macgrigoriae,64,3
Niltava_macgrigoriae,67,NA
Niltava_sundara,86,3.8
Niltava_sundara,82,3.8
Niltava_sundara,81,4
Niltava_sundara,75,3.9
Niltava_sundara,85,NA
Niltava_vivida,89,3.6
Niltava_vivida,88,3.9
Niltava_vivida,87.5,3.6
Niltava_vivida,83,3.9
Nisaetus_alboniger,297,19.2
Nisaetus_alboniger,350,21.1
Nisaetus_alboniger,344,20.8
Nisaetus_alboniger,311,21.3
Nisaetus_alboniger,334,19.6
Nisaetus_bartelsi,378,21.3
Nisaetus_cirrhatus,416,22.3
Nisaetus_cirrhatus,408,19.6
Nisaetus_cirrhatus,411,23.5
Nisaetus_cirrhatus,422,23.9
Nisaetus_nipalensis,454,23.5
Nisaetus_nipalensis,468,25
Nisaetus_nipalensis,423,21.4
Nisaetus_nipalensis,429,22.7
Nisaetus_philippensis,345,19.6
Nisaetus_philippensis,353,19.5
Nisaetus_philippensis,382,23.3
Nisaetus_philippensis,344,20.5
Northiella_haematogaster,128,17.4
Northiella_haematogaster,123,18.2
Northiella_haematogaster,130,19.1
Northiella_haematogaster,132,18.4
Nothocrax_urumutum,269,18.4
Nothocrax_urumutum,NA,20.1
Nothocrax_urumutum,292,22.8
Nothocrax_urumutum,NA,19.7
Notiochelidon_cyanoleuca,91,2.6
Notiochelidon_cyanoleuca,84,2.1
Notiochelidon_cyanoleuca,88,1.9
Notiochelidon_cyanoleuca,89,2.2
Notiochelidon_flavipes,88,2.2
Notiochelidon_flavipes,93,2.1
Notiochelidon_flavipes,92,2.2
Notiochelidon_flavipes,87,NA
Notiochelidon_murina,121,2.2
Notiochelidon_murina,109,2.4
Notiochelidon_murina,110,1.9
Notiochelidon_murina,114,2.5
Notiochelidon_pileata,91,2.1
Notiochelidon_pileata,89,2.6
Notiochelidon_pileata,95,3
Notiochelidon_pileata,94,2.6
Notiomystis_cincta,100,4.7
Notiomystis_cincta,94,3.8
Notiomystis_cincta,105,3.8
Notiomystis_cincta,109.5,3.6
Notopholia_corruscus,112,6.2
Notopholia_corruscus,109,5.7
Notopholia_corruscus,102,6.2
Notopholia_corruscus,104.5,6.2
Nucifraga_caryocatactes,187,14.8
Nucifraga_caryocatactes,193,16.4
Nucifraga_caryocatactes,169,13.7
Nucifraga_caryocatactes,183,15
Nucifraga_columbiana,195,12.2
Nucifraga_columbiana,189,12.8
Nucifraga_columbiana,181,11.8
Nucifraga_columbiana,204,12.2
Numenius_americanus,264,8.4
Numenius_americanus,258,9.1
Numenius_americanus,257,9
Numenius_americanus,288,9.3
Numenius_arquata,300,10.6
Numenius_arquata,269,7.8
Numenius_arquata,279,9.3
Numenius_arquata,303,10.5
Numenius_madagascariensis,300,11
Numenius_madagascariensis,289,9
Numenius_madagascariensis,321,10.4
Numenius_madagascariensis,304,10.7
Numenius_minutus,173,5
Numenius_minutus,179,4.6
Numenius_minutus,181,5
Numenius_minutus,176,4.5
Numenius_phaeopus,236,6.2
Numenius_phaeopus,242,7.8
Numenius_phaeopus,227,7.3
Numenius_phaeopus,241,7.4
Numenius_tahitiensis,252,6.9
Numenius_tahitiensis,230,6.4
Numenius_tahitiensis,258,8.1
Numenius_tahitiensis,238,8.8
Nyctibius_aethereus,340,5.3
Nyctibius_aethereus,344,5.7
Nyctibius_aethereus,342,8.5
Nyctibius_aethereus,338,5.9
Nyctibius_grandis,363,6.5
Nyctibius_grandis,434,8.1
Nyctibius_grandis,352,10
Nyctibius_grandis,352,7.1
Nyctibius_griseus,264,5.9
Nyctibius_griseus,278,5.6
Nyctibius_griseus,233,6.8
Nyctibius_griseus,249,5.7
Nyctibius_jamaicensis,287,7
Nyctibius_jamaicensis,290,7.5
Nyctibius_jamaicensis,298,5.5
Nyctibius_jamaicensis,285,7.1
Nyctibius_leucopterus,188,3.4
Nyctibius_leucopterus,186,4.2
Nyctibius_leucopterus,182,3.3
Nyctibius_leucopterus,181,3.1
Nyctibius_maculosus,271,4.4
Nyctibius_maculosus,275,5.5
Nyctibius_maculosus,270,4.6
Nyctibius_maculosus,268,5.3
Nycticorax_caledonicus,303,22
Nycticorax_caledonicus,300,20.7
Nycticorax_caledonicus,290,19
Nycticorax_caledonicus,322,20.7
Nycticorax_nycticorax,301,21.2
Nycticorax_nycticorax,268,17.6
Nycticorax_nycticorax,258,17.2
Nycticorax_nycticorax,275,18.6
Nyctiphrynus_mcleodii,128,2.6
Nyctiphrynus_mcleodii,115,2.9
Nyctiphrynus_mcleodii,120,2.9
Nyctiphrynus_mcleodii,119,2.8
Nyctiphrynus_ocellatus,126,2.5
Nyctiphrynus_ocellatus,130,3.4
Nyctiphrynus_ocellatus,127,3
Nyctiphrynus_ocellatus,126,2.9
Nyctiphrynus_yucatanicus,104,2.4
Nyctiphrynus_yucatanicus,113,2.9
Nymphicus_hollandicus,167,15.7
Nymphicus_hollandicus,167,16
Nymphicus_hollandicus,161,14.8
Nymphicus_hollandicus,167,14.9
Ochetorhynchus_andaecola,82.9,4.3
Ochetorhynchus_andaecola,78.3,4.7
Ochetorhynchus_andaecola,79.7,4.4
Ochetorhynchus_andaecola,76.5,4.5
Ochetorhynchus_andaecola,74.5,4.4
Ochetorhynchus_andaecola,79,NA
Ochetorhynchus_melanurus,80.6,4.5
Ochetorhynchus_melanurus,78.8,4.5
Ochetorhynchus_melanurus,79.6,4
Ochetorhynchus_melanurus,84.5,4.6
Ochetorhynchus_melanurus,79.5,4.3
Ochetorhynchus_melanurus,78,4.2
Ochetorhynchus_melanurus,82.5,4.6
Ochetorhynchus_phoenicurus,71.3,4
Ochetorhynchus_phoenicurus,74.5,4.2
Ochetorhynchus_phoenicurus,69.5,4
Ochetorhynchus_phoenicurus,70.1,3.9
Ochetorhynchus_phoenicurus,71.8,4.1
Ochetorhynchus_phoenicurus,75.5,4.2
Ochetorhynchus_phoenicurus,73,4.2
Ochetorhynchus_phoenicurus,71,4.3
Ochetorhynchus_phoenicurus,70,4.1
Ochetorhynchus_ruficaudus,76.6,4.1
Ochetorhynchus_ruficaudus,79.4,3.9
Ochetorhynchus_ruficaudus,83.8,3.9
Ochetorhynchus_ruficaudus,81.6,4
Ochetorhynchus_ruficaudus,82,4.9
Ochetorhynchus_ruficaudus,82,4.7
Ochetorhynchus_ruficaudus,77,4.1
Ochetorhynchus_ruficaudus,70,3.8
Ochetorhynchus_ruficaudus,73,NA
Ochthornis_littoralis,72,3.2
Ochthornis_littoralis,71,2.7
Ochthornis_littoralis,69,3.3
Ochthornis_littoralis,67,3.5
Ocyalus_latirostris,194,11.4
Ocyalus_latirostris,194,12.3
Ocyalus_latirostris,160,12.2
Ocyalus_latirostris,153,10.2
Oedistoma_iliolophum,61,3.1
Oedistoma_iliolophum,64,3.2
Oedistoma_iliolophum,58,3.2
Oedistoma_iliolophum,58,3.3
Oedistoma_pygmaeum,44,2.6
Oedistoma_pygmaeum,46,2.5
Oedistoma_pygmaeum,50,2.6
Oedistoma_pygmaeum,43,2.5
Oedistoma_pygmaeum,48,NA
Oenanthe_albonigra,101,4
Oenanthe_albonigra,100,4.2
Oenanthe_albonigra,97.5,4.6
Oenanthe_albonigra,93,4.4
Oenanthe_bottae,95,5
Oenanthe_bottae,103,5.6
Oenanthe_bottae,100,5.4
Oenanthe_bottae,99,5.5
Oenanthe_chrysopygia,91,4.2
Oenanthe_chrysopygia,94,3.5
Oenanthe_chrysopygia,92,3.9
Oenanthe_chrysopygia,87,4.3
Oenanthe_cypriaca,79,4.2
Oenanthe_cypriaca,79,3.9
Oenanthe_cypriaca,81,3.3
Oenanthe_cypriaca,85,3.5
Oenanthe_deserti,92,3.4
Oenanthe_deserti,89,3.2
Oenanthe_deserti,91,3.1
Oenanthe_deserti,94,3.1
Oenanthe_finschii,84,3.7
Oenanthe_finschii,87,4.1
Oenanthe_finschii,85,3.8
Oenanthe_finschii,79,3.7
Oenanthe_hispanica,92,3.9
Oenanthe_hispanica,90,3.8
Oenanthe_hispanica,85,3.4
Oenanthe_hispanica,84,3.1
Oenanthe_isabellina,98,3.6
Oenanthe_isabellina,94,3.8
Oenanthe_isabellina,90,4.8
Oenanthe_isabellina,92,4.2
Oenanthe_leucopyga,101,4.4
Oenanthe_leucopyga,99,4.5
Oenanthe_leucopyga,97,4.3
Oenanthe_leucopyga,95,4.1
Oenanthe_leucura,98,4.3
Oenanthe_leucura,92,4.7
Oenanthe_leucura,89,4.3
Oenanthe_leucura,91,4.5
Oenanthe_lugens,88,4.3
Oenanthe_lugens,83,4.3
Oenanthe_lugens,94,4.1
Oenanthe_lugens,95,3.8
Oenanthe_monacha,100,3.5
Oenanthe_monacha,102,3.6
Oenanthe_monacha,99,4
Oenanthe_monacha,100,3.9
Oenanthe_monticola,115,4.5
Oenanthe_monticola,104,4.7
Oenanthe_monticola,105,4.3
Oenanthe_monticola,103,4.8
Oenanthe_picata,88,3.9
Oenanthe_picata,89,4.1
Oenanthe_picata,87,3.5
Oenanthe_picata,95,3.9
Oenanthe_pleschanka,93,3.9
Oenanthe_pleschanka,90,3.3
Oenanthe_pleschanka,91,3.2
Oenanthe_pleschanka,92,3.6
Oenanthe_xanthoprymna,85,3.9
Oenanthe_xanthoprymna,84,3.7
Oenanthe_xanthoprymna,92,4.4
Oenanthe_xanthoprymna,90,3.9
Onychognathus_albirostris,147.5,7.8
Onychognathus_albirostris,158,8.3
Onychognathus_albirostris,164,8.4
Onychognathus_albirostris,159,8.4
Onychognathus_blythii,178,10.1
Onychognathus_blythii,161,8.3
Onychognathus_blythii,162,9.2
Onychognathus_blythii,161.5,8.5
Onychognathus_frater,149.5,8.6
Onychognathus_frater,147,8.3
Onychognathus_frater,154,8.7
Onychognathus_frater,160,9.2
Onychognathus_fulgidus,123.5,7
Onychognathus_fulgidus,123,7.1
Onychognathus_fulgidus,121,7.2
Onychognathus_fulgidus,115,6.7
Onychognathus_morio,146,10.4
Onychognathus_morio,147.5,9.5
Onychognathus_morio,151,9.4
Onychognathus_morio,151.5,9.2
Onychognathus_salvadorii,159,8.7
Onychognathus_salvadorii,151,8.6
Onychognathus_salvadorii,150,9.3
Onychognathus_salvadorii,151,8.9
Onychognathus_salvadorii,166,NA
Onychognathus_tristramii,147,7.9
Onychognathus_tristramii,151,8.8
Onychognathus_tristramii,150,7.6
Onychognathus_tristramii,137,7.8
Onychognathus_tristramii,141,NA
Onychognathus_walleri,131.5,7.3
Onychognathus_walleri,139,7.2
Onychognathus_walleri,126,6.3
Onychognathus_walleri,128.5,6.5
Onychoprion_albostriatus,233,6.3
Onychoprion_albostriatus,239,6.4
Onychoprion_albostriatus,232,6.9
Onychoprion_albostriatus,255,6.2
Opisthoprora_euryptera,63,1.6
Opisthoprora_euryptera,67.6,2
Opisthoprora_euryptera,59.2,1.7
Opisthoprora_euryptera,63.1,1.7
Oporornis_formosus,68.5,4.2
Oporornis_formosus,70,4.2
Oporornis_formosus,64,3.7
Oporornis_formosus,64,4.1
Oporornis_formosus,68,NA
Oporornis_philadelphia,58,3.7
Oporornis_philadelphia,58,4.3
Oporornis_philadelphia,59,3.9
Oporornis_philadelphia,59,4.2
Oporornis_tolmiei,60,3.4
Oporornis_tolmiei,59,3.4
Oporornis_tolmiei,59,3.4
Oporornis_tolmiei,57,3.3
Oreolais_pulchra,55,2.6
Oreolais_pulchra,52,2.5
Oreolais_pulchra,52,2.5
Oreolais_pulchra,50,2.4
Oreolais_ruwenzorii,52,2.7
Oreolais_ruwenzorii,51.5,2.7
Oreolais_ruwenzorii,49,2.5
Oreolais_ruwenzorii,48,2.7
Oreomystis_mana,64,5
Oreomystis_mana,67.5,4.5
Oreomystis_mana,63,5.1
Oreomystis_mana,64,4.8
Oreonympha_nobilis,76,2
Oreonympha_nobilis,73,1.7
Oreonympha_nobilis,84,2.4
Oreonympha_nobilis,88,2
Oreotrochilus_chimborazo,73,2.2
Oreotrochilus_chimborazo,71,2.2
Oreotrochilus_chimborazo,75,2.2
Oreotrochilus_chimborazo,73,2.1
Oreotrochilus_estella,73,2.6
Oreotrochilus_estella,75,2.7
Oreotrochilus_estella,72,2.6
Oreotrochilus_estella,73,3.1
Oreotrochilus_leucopleurus,68,2.3
Oreotrochilus_leucopleurus,69,2.3
Oreotrochilus_leucopleurus,68,2
Oreotrochilus_leucopleurus,67,2.5
Oreotrochilus_melanogaster,73,1.9
Oreotrochilus_melanogaster,74,3
Oreotrochilus_melanogaster,71,2.1
Oreotrochilus_melanogaster,69,2.6
Oriolus_albiloris,110,6.7
Oriolus_albiloris,108,6.3
Oriolus_bouroensis,140.5,9.8
Oriolus_bouroensis,145,11
Oriolus_bouroensis,141,9.9
Oriolus_bouroensis,139,9.2
Oriolus_brachyrhynchus,109,7.9
Oriolus_brachyrhynchus,106,7.7
Oriolus_brachyrhynchus,112,6.9
Oriolus_brachyrhynchus,112.5,6.6
Oriolus_brachyrhynchus,118.9,NA
Oriolus_chinensis,151,10.8
Oriolus_chinensis,159,12.2
Oriolus_chinensis,147,11.5
Oriolus_chinensis,146,11
Oriolus_chlorocephalus,139,9.3
Oriolus_chlorocephalus,133,9.1
Oriolus_chlorocephalus,131,9.3
Oriolus_chlorocephalus,126.5,9.2
Oriolus_cruentus,129,8.4
Oriolus_cruentus,125.5,8.1
Oriolus_cruentus,123,7.6
Oriolus_cruentus,124,8.3
Oriolus_flavocinctus,141,9.3
Oriolus_flavocinctus,141,9.4
Oriolus_flavocinctus,149,9.4
Oriolus_flavocinctus,142,9.9
Oriolus_forsteni,150.5,8.2
Oriolus_hosii,123,7.6
Oriolus_hosii,123,8.8
Oriolus_hosii,124,8.1
Oriolus_hosii,117,7.9
Oriolus_isabellae,107,7.9
Oriolus_isabellae,114,8.3
Oriolus_larvatus,142,7.8
Oriolus_larvatus,136,7.3
Oriolus_larvatus,132,7.2
Oriolus_larvatus,132.2,7.8
Oriolus_larvatus,122.5,NA
Oriolus_melanotis,139,9.8
Oriolus_melanotis,138.5,9.2
Oriolus_melanotis,139.5,9.6
Oriolus_melanotis,138,8.9
Oriolus_melanotis,138,9.6
Oriolus_monacha,143,7.6
Oriolus_monacha,131,8
Oriolus_monacha,139,8.4
Oriolus_monacha,129,8.2
Oriolus_nigripennis,117,7.9
Oriolus_nigripennis,117,8.3
Oriolus_nigripennis,107,7.1
Oriolus_nigripennis,118,7.7
Oriolus_nigripennis,118,7.8
Oriolus_oriolus,155,7.9
Oriolus_oriolus,149,7.8
Oriolus_oriolus,149,8.3
Oriolus_oriolus,152.5,8.1
Oriolus_percivali,133,8.2
Oriolus_percivali,134,8.3
Oriolus_percivali,121,7.8
Oriolus_percivali,123.5,8.5
Oriolus_phaeochromus,133,9.8
Oriolus_phaeochromus,131,9.8
Oriolus_phaeochromus,129,9.5
Oriolus_sagittatus,139.5,8.8
Oriolus_sagittatus,142,8.8
Oriolus_sagittatus,137,10
Oriolus_sagittatus,144,9
Oriolus_szalayi,137,10.4
Oriolus_szalayi,140,9.4
Oriolus_szalayi,133,8.9
Oriolus_szalayi,136,10.3
Oriolus_traillii,148.5,8.3
Oriolus_traillii,147.5,8.3
Oriolus_traillii,145,8
Oriolus_traillii,148.5,8.3
Oriolus_xanthornus,133,8.1
Oriolus_xanthornus,138,7.5
Oriolus_xanthornus,129,6.9
Oriolus_xanthornus,127,6.9
Oriolus_xanthornus,146,8.9
Oriolus_xanthornus,128,8.6
Oriolus_xanthornus,131,7.7
Oriolus_xanthornus,132,7.5
Oriturus_superciliosus,76,8.2
Oriturus_superciliosus,79,8.5
Oriturus_superciliosus,80,8
Oriturus_superciliosus,82,7.4
Ortalis_canicollis,218,8.7
Ortalis_canicollis,214,9.4
Ortalis_canicollis,217,8.6
Ortalis_canicollis,246,12.5
Ortalis_canicollis,237,9.5
Ortalis_canicollis,249,10.3
Ortalis_canicollis,256,10.7
Ortalis_canicollis,250,9.8
Ortalis_canicollis,234,10
Ortalis_cinereiceps,202,8.5
Ortalis_cinereiceps,210,8.2
Ortalis_cinereiceps,206,9.2
Ortalis_cinereiceps,203,8.7
Ortalis_garrula,235,10.8
Ortalis_garrula,224,10.2
Ortalis_garrula,211,9.1
Ortalis_guttata,191,7.8
Ortalis_guttata,179,NA
Ortalis_guttata,191,NA
Ortalis_guttata,193,NA
Ortalis_guttata,181,NA
Ortalis_guttata,206,NA
Ortalis_guttata,187,8.5
Ortalis_guttata,194,8.5
Ortalis_guttata,208,9.5
Ortalis_guttata,190,NA
Ortalis_guttata,205,NA
Ortalis_guttata,191,NA
Ortalis_guttata,192,NA
Ortalis_guttata,186,NA
Ortalis_leucogastra,205,10.3
Ortalis_leucogastra,200,10
Ortalis_leucogastra,215,9.3
Ortalis_leucogastra,215,9.7
Ortalis_motmot,205,9.9
Ortalis_motmot,200,8.1
Ortalis_motmot,200,8.9
Ortalis_motmot,222,9.3
Ortalis_motmot,213,13.8
Ortalis_motmot,189,20.3
Ortalis_motmot,225,19.7
Ortalis_motmot,194,18.5
Ortalis_poliocephala,255,12
Ortalis_poliocephala,245,11
Ortalis_poliocephala,267,12.6
Ortalis_poliocephala,266,10.6
Ortalis_ruficauda,221,11.8
Ortalis_ruficauda,220,10.3
Ortalis_ruficauda,217,9.1
Ortalis_ruficauda,221,11.2
Ortalis_vetula,199,10.2
Ortalis_vetula,198,8.5
Ortalis_vetula,184,7.5
Ortalis_vetula,196,8.7
Orthonyx_novaeguineae,87,4.8
Orthonyx_novaeguineae,84,5.1
Orthonyx_novaeguineae,85,5
Orthonyx_novaeguineae,79,4.6
Orthonyx_novaeguineae,81,4.5
Orthonyx_spaldingii,116,5.8
Orthonyx_spaldingii,112,7.4
Orthonyx_spaldingii,127,6.6
Orthonyx_spaldingii,127,6.9
Orthonyx_spaldingii,128.5,NA
Orthonyx_temminckii,88,5.2
Orthonyx_temminckii,85,5.5
Orthonyx_temminckii,84,5.1
Orthonyx_temminckii,83,4.9
Orthonyx_temminckii,86.5,NA
Otidiphaps_nobilis,179,6.3
Otidiphaps_nobilis,179,6
Otidiphaps_nobilis,186,6.5
Otidiphaps_nobilis,170,5.3
Otis_tarda,456,17.5
Otis_tarda,483,21.8
Otis_tarda,596,20.6
Otis_tarda,610,20.8
Oxylabes_madagascariensis,63,4.2
Oxylabes_madagascariensis,63,4.1
Oxylabes_madagascariensis,65,4.7
Oxylabes_madagascariensis,69,4.6
Oxylabes_madagascariensis,66,NA
Oxypogon_guerinii,72,1.2
Oxypogon_guerinii,72,NA
Oxypogon_guerinii,70,0.7
Oxypogon_guerinii,62,1
Oxypogon_guerinii,75,1.6
Oxypogon_guerinii,69.7,NA
Oxypogon_guerinii,70,NA
Oxypogon_guerinii,70.3,NA
Oxypogon_guerinii,70.4,NA
Oxypogon_guerinii,67.9,NA
Oxypogon_guerinii,69.8,NA
Oxypogon_guerinii,69,NA
Oxypogon_guerinii,71.5,NA
Oxypogon_guerinii,70.6,NA
Oxypogon_guerinii,70.2,NA
Oxypogon_guerinii,70,NA
Oxypogon_guerinii,71,NA
Oxypogon_guerinii,74,NA
Oxyura_australis,156,11.7
Oxyura_australis,151,12.3
Oxyura_australis,157,13.6
Oxyura_australis,152,10.8
Oxyura_jamaicensis,139,11.4
Oxyura_jamaicensis,145,11.8
Oxyura_jamaicensis,144,10.1
Oxyura_jamaicensis,141,10.6
Oxyura_leucocephala,146,12.5
Oxyura_leucocephala,137,13
Oxyura_leucocephala,150,16
Oxyura_leucocephala,153,14.3
Oxyura_maccoa,151,13.4
Oxyura_maccoa,151,12.2
Oxyura_maccoa,162,10.9
Oxyura_maccoa,157,10.9
Oxyura_vittata,146,10
Oxyura_vittata,143,12.1
Oxyura_vittata,136,10.2
Oxyura_vittata,140,11
Pachycephalopsis_hattamensis,102,5.4
Pachycephalopsis_hattamensis,102,5.7
Pachycephalopsis_hattamensis,95,5.5
Pachycephalopsis_hattamensis,90,5.9
Pachycephalopsis_poliosoma,104,5.7
Pachycephalopsis_poliosoma,102,5.4
Pachycephalopsis_poliosoma,99,5.5
Pachycephalopsis_poliosoma,98,5.8
Pachycephalopsis_poliosoma,92,NA
Pachycoccyx_audeberti,228,11.1
Pachycoccyx_audeberti,213,10.5
Pachycoccyx_audeberti,221,10.1
Pachycoccyx_audeberti,217,9.8
Pachyramphus_aglaiae,89,6.6
Pachyramphus_aglaiae,88,6.8
Pachyramphus_aglaiae,79,5.5
Pachyramphus_aglaiae,89,6.7
Pachyramphus_albogriseus,73.5,5.3
Pachyramphus_albogriseus,69.5,5.7
Pachyramphus_albogriseus,69,5.3
Pachyramphus_albogriseus,73,5.6
Pachyramphus_albogriseus,76,NA
Pachyramphus_castaneus,76,5
Pachyramphus_castaneus,75,5.4
Pachyramphus_castaneus,74,5.1
Pachyramphus_castaneus,73,5.2
Pachyramphus_castaneus,75,5.7
Pachyramphus_castaneus,71,5.5
Pachyramphus_castaneus,75,4.8
Pachyramphus_castaneus,66,4.6
Pachyramphus_castaneus,70,5.1
Pachyramphus_castaneus,80,4.9
Pachyramphus_castaneus,74,5.3
Pachyramphus_castaneus,77,5
Pachyramphus_castaneus,76,4.6
Pachyramphus_castaneus,73,4.9
Pachyramphus_cinnamomeus,83,5.8
Pachyramphus_cinnamomeus,78,5.4
Pachyramphus_cinnamomeus,79.5,6.4
Pachyramphus_cinnamomeus,73,6
Pachyramphus_cinnamomeus,75,6
Pachyramphus_cinnamomeus,77,5.1
Pachyramphus_cinnamomeus,77,5.3
Pachyramphus_cinnamomeus,71,5.4
Pachyramphus_cinnamomeus,75,5.3
Pachyramphus_cinnamomeus,75,5.9
Pachyramphus_homochrous,89,7.3
Pachyramphus_homochrous,89.5,7.2
Pachyramphus_homochrous,82,7.7
Pachyramphus_homochrous,89.5,7.3
Pachyramphus_homochrous,91,NA
Pachyramphus_major,85,6.2
Pachyramphus_major,79,6
Pachyramphus_major,81,6.3
Pachyramphus_major,78,6.3
Pachyramphus_marginatus,69,4.7
Pachyramphus_marginatus,64,4.9
Pachyramphus_marginatus,64,5.2
Pachyramphus_marginatus,64,5.7
Pachyramphus_marginatus,67,5.5
Pachyramphus_marginatus,71,5.6
Pachyramphus_marginatus,72,4.4
Pachyramphus_marginatus,69,5.8
Pachyramphus_marginatus,62,NA
Pachyramphus_polychopterus,75,5.3
Pachyramphus_polychopterus,74,5.8
Pachyramphus_polychopterus,70,6.2
Pachyramphus_polychopterus,71,5.5
Pachyramphus_polychopterus,76,5.9
Pachyramphus_polychopterus,74,5.4
Pachyramphus_polychopterus,72,5.5
Pachyramphus_polychopterus,78,5.6
Pachyramphus_polychopterus,70,NA
Pachyramphus_rufus,66,5.5
Pachyramphus_rufus,68,5.5
Pachyramphus_rufus,64,5
Pachyramphus_rufus,66,5.6
Pachyramphus_rufus,69,5.3
Pachyramphus_rufus,67,5.4
Pachyramphus_rufus,69,4.9
Pachyramphus_rufus,68,5.7
Pachyramphus_rufus,97,NA
Pachyramphus_spodiurus,82,5.1
Pachyramphus_spodiurus,74,5.5
Pachyramphus_spodiurus,69,5.7
Pachyramphus_spodiurus,77,5.4
Palmeria_dolei,96,5.9
Palmeria_dolei,92,6.7
Palmeria_dolei,89,6.2
Palmeria_dolei,89,6.3
Palmeria_dolei,92,NA
Panterpe_insignis,63.5,1.9
Panterpe_insignis,64.8,2.2
Panterpe_insignis,60.8,2.3
Panterpe_insignis,61.2,2.2
Parabuteo_unicinctus,300,16.8
Parabuteo_unicinctus,323,15.8
Parabuteo_unicinctus,335,18.2
Parabuteo_unicinctus,334,16.7
Paradigalla_brevicauda,155,8.1
Paradigalla_brevicauda,152,8.3
Paradigalla_brevicauda,142,8.3
Paradigalla_brevicauda,148,8.1
Paradigalla_carunculata,157,7.8
Paradigalla_carunculata,178,8.1
Paradigalla_carunculata,167,8.2
