"","x"
"1846","Meliphaga reticulata"
"1847","Melithreptus affinis"
"1848","Melithreptus brevirostris"
"1849","Melithreptus gularis"
"1850","Melithreptus lunatus"
"1851","Melocichla mentalis"
"1852","Melopyrrha nigra"
"1853","Melospiza georgiana"
"1854","Melospiza lincolnii"
"1855","Melozone biarcuata"
"1856","Melozone leucotis"
"1857","Merganetta armata"
"1858","Mergellus albellus"
"1859","Mergus merganser"
"1860","Mergus serrator"
"1861","Mergus squamatus"
"1862","Meropogon forsteni"
"1863","Merops albicollis"
"1864","Merops apiaster"
"1865","Merops breweri"
"1866","Merops bullockoides"
"1867","Merops bulocki"
"1868","Merops gularis"
"1869","Merops leschenaulti"
"1870","Merops malimbicus"
"1871","Merops muelleri"
"1872","Merops nubicus"
"1873","Merops oreobates"
"1874","Merops ornatus"
"1875","Merops persicus"
"1876","Merops pusillus"
"1877","Merops superciliosus"
"1878","Merops variegatus"
"1879","Merops viridis"
"1880","Mesitornis unicolor"
"1881","Mesitornis variegatus"
"1882","Metabolus rugensis"
"1883","Metallura baroni"
"1884","Metallura eupogon"
"1885","Metallura phoebe"
"1886","Metallura theresiae"
"1887","Metallura tyrianthina"
"1888","Metallura williami"
"1889","Metriopelia aymara"
"1890","Metriopelia ceciliae"
"1891","Metriopelia melanoptera"
"1892","Metriopelia morenoi"
"1893","Microligea palustris"
"1894","Microparra capensis"
"1895","Microrhopias quixensis"
"1896","Milvago chimachima"
"1897","Milvago chimango"
"1898","Milvus migrans"
"1899","Milvus milvus"
"1900","Mimus dorsalis"
"1901","Mimus gilvus"
"1902","Mimus graysoni"
"1903","Mimus macdonaldi"
"1904","Mimus melanotis"
"1905","Mimus parvulus"
"1906","Mimus patagonicus"
"1907","Mimus polyglottos"
"1908","Mimus thenca"
"1909","Mimus trifasciatus"
"1910","Mimus triurus"
"1911","Minla ignotincta"
"1912","Minla strigula"
"1913","Mino anais"
"1914","Mino dumontii"
"1915","Mionectes macconnelli"
"1916","Mionectes oleagineus"
"1917","Mionectes olivaceus"
"1918","Mionectes rufiventris"
"1919","Mionectes striaticollis"
"1920","Mitrephanes olivaceus"
"1921","Mitrephanes phaeocercus"
"1922","Mitrospingus cassinii"
"1923","Mitrospingus oleagineus"
"1924","Mitu mitu"
"1925","Mitu tomentosum"
"1926","Mitu tuberosum"
"1927","Modulatrix stictigula"
"1928","Mohoua albicilla"
"1929","Mohoua ochrocephala"
"1930","Molothrus ater"
"1931","Molothrus bonariensis"
"1932","Monticola angolensis"
"1933","Monticola erythronotus"
"1934","Monticola gularis"
"1935","Monticola rufiventris"
"1936","Monticola rufocinereus"
"1937","Monticola rupestris"
"1938","Monticola saxatilis"
"1939","Monticola sharpei"
"1940","Monticola solitarius"
"1941","Montifringilla adamsi"
"1942","Montifringilla nivalis"
"1943","Morphnus guianensis"
"1944","Motacilla alba"
"1945","Motacilla capensis"
"1946","Motacilla cinerea"
"1947","Motacilla citreola"
"1948","Motacilla clara"
"1949","Motacilla flava"
"1950","Motacilla madaraspatensis"
"1951","Muscicapella hodgsoni"
"1952","Muscisaxicola albifrons"
"1953","Muscisaxicola albilora"
"1954","Muscisaxicola alpinus"
"1955","Muscisaxicola capistratus"
"1956","Muscisaxicola cinereus"
"1957","Muscisaxicola flavinucha"
"1958","Muscisaxicola fluviatilis"
"1959","Muscisaxicola frontalis"
"1960","Muscisaxicola juninensis"
"1961","Muscisaxicola maclovianus"
"1962","Muscisaxicola rufivertex"
"1963","Musophaga rossae"
"1964","Musophaga violacea"
"1965","Myadestes coloratus"
"1966","Myadestes elisabeth"
"1967","Myadestes genibarbis"
"1968","Myadestes melanops"
"1969","Myadestes obscurus"
"1970","Myadestes occidentalis"
"1971","Myadestes townsendi"
"1972","Myadestes unicolor"
"1973","Mycteria cinerea"
"1974","Mycteria leucocephala"
"1975","Myiobius atricaudus"
"1976","Myiobius barbatus"
"1977","Myiobius sulphureipygius"
"1978","Myiobius villosus"
"1979","Myioborus albifacies"
"1980","Myioborus cardonai"
"1981","Myioborus castaneocapillus"
"1982","Myioborus flavivertex"
"1983","Myioborus melanocephalus"
"1984","Myioborus ornatus"
"1985","Myioborus pariae"
"1986","Myioborus torquatus"
"1987","Myiomela diana"
"1988","Myiomela leucura"
"1989","Myiopagis caniceps"
"1990","Myiopagis flavivertex"
"1991","Myiopagis gaimardii"
"1992","Myiopagis olallai"
"1993","Myiopagis subplacens"
"1994","Myiopagis viridicata"
"1995","Myiophobus cryptoxanthus"
"1996","Myiophobus fasciatus"
"1997","Myiophobus flavicans"
"1998","Myiophobus lintoni"
"1999","Myiophobus ochraceiventris"
"2000","Myiophobus roraimae"
"2001","Myiopsitta monachus"
"2002","Myiozetetes cayanensis"
"2003","Myiozetetes luteiventris"
"2004","Myiozetetes similis"
"2005","Myrmeciza atrothorax"
"2006","Myrmeciza berlepschi"
"2007","Myrmeciza castanea"
"2008","Myrmeciza exsul"
"2009","Myrmeciza fortis"
"2010","Myrmeciza goeldii"
"2011","Myrmeciza griseiceps"
"2012","Myrmeciza hemimelaena"
"2013","Myrmeciza immaculata"
"2014","Myrmeciza laemosticta"
"2015","Myrmeciza loricata"
"2016","Myrmeciza melanoceps"
"2017","Myrmeciza nigricauda"
"2018","Myrmeciza pelzelni"
"2019","Myrmeciza squamosa"
"2020","Myrmecocichla aethiops"
"2021","Myrmecocichla melaena"
"2022","Myrmecocichla nigra"
"2023","Myrmia micrura"
"2024","Myrmorchilus strigilatus"
"2025","Myrmothera campanisona"
"2026","Myrmothera simplex"
"2027","Myrtis fanny"
"2028","Mystacornis crossleyi"
"2029","Namibornis herero"
"2030","Nannopsittaca dachilleae"
"2031","Nannopsittaca panychlora"
"2032","Napothera brevicaudata"
"2033","Napothera crassa"
"2034","Nasica longirostris"
"2035","Neochelidon tibialis"
"2036","Neochmia modesta"
"2037","Neochmia phaeton"
"2038","Neochmia ruficauda"
"2039","Neochmia temporalis"
"2040","Neocichla gutturalis"
"2041","Neocossyphus rufus"
"2042","Neolalage banksiana"
"2043","Neomixis striatigula"
"2044","Neomixis tenella"
"2045","Neomorphus geoffroyi"
"2046","Neomorphus pucheranii"
"2047","Neomorphus radiolosus"
"2048","Neomorphus rufipennis"
"2049","Neopelma aurifrons"
"2050","Neopelma chrysocephalum"
"2051","Neopelma pallescens"
"2052","Neopelma sulphureiventer"
"2053","Neophema chrysogaster"
"2054","Neophema chrysostoma"
"2055","Neophema elegans"
"2056","Neophema petrophila"
"2057","Neophema pulchella"
"2058","Neophema splendida"
"2059","Neophron percnopterus"
"2060","Neopsittacus musschenbroekii"
"2061","Neopsittacus pullicauda"
"2062","Neothraupis fasciata"
"2063","Neotis denhami"
"2064","Neotis heuglinii"
"2065","Neotis ludwigii"
"2066","Neoxolmis rufiventris"
"2067","Nephelornis oneilli"
"2068","Nesoenas mayeri"
"2069","Nesoenas picturata"
"2070","Nesopsar nigerrimus"
"2071","Nestor meridionalis"
"2072","Nestor notabilis"
"2073","Nilaus afer"
"2074","Niltava davidi"
"2075","Niltava grandis"
"2076","Niltava macgrigoriae"
"2077","Niltava sundara"
"2078","Niltava vivida"
"2079","Nisaetus alboniger"
"2080","Nisaetus bartelsi"
"2081","Nisaetus cirrhatus"
"2082","Nisaetus nipalensis"
"2083","Nisaetus philippensis"
"2084","Northiella haematogaster"
"2085","Nothocrax urumutum"
"2086","Notiochelidon cyanoleuca"
"2087","Notiochelidon flavipes"
"2088","Notiochelidon murina"
"2089","Notiochelidon pileata"
"2090","Notiomystis cincta"
"2091","Notopholia corruscus"
"2092","Nucifraga caryocatactes"
"2093","Nucifraga columbiana"
"2094","Numenius americanus"
"2095","Numenius arquata"
"2096","Numenius madagascariensis"
"2097","Numenius minutus"
"2098","Numenius phaeopus"
"2099","Numenius tahitiensis"
"2100","Nyctibius aethereus"
"2101","Nyctibius grandis"
"2102","Nyctibius griseus"
"2103","Nyctibius jamaicensis"
"2104","Nyctibius leucopterus"
"2105","Nyctibius maculosus"
"2106","Nycticorax caledonicus"
"2107","Nycticorax nycticorax"
"2108","Nyctiphrynus mcleodii"
"2109","Nyctiphrynus ocellatus"
"2110","Nyctiphrynus yucatanicus"
"2111","Nymphicus hollandicus"
"2112","Ochetorhynchus andaecola"
"2113","Ochetorhynchus melanurus"
"2114","Ochetorhynchus phoenicurus"
"2115","Ochetorhynchus ruficaudus"
"2116","Ochthornis littoralis"
"2117","Ocyalus latirostris"
"2118","Oedistoma iliolophum"
"2119","Oedistoma pygmaeum"
"2120","Oenanthe albonigra"
"2121","Oenanthe bottae"
"2122","Oenanthe chrysopygia"
"2123","Oenanthe cypriaca"
"2124","Oenanthe deserti"
"2125","Oenanthe finschii"
"2126","Oenanthe hispanica"
"2127","Oenanthe isabellina"
"2128","Oenanthe leucopyga"
"2129","Oenanthe leucura"
"2130","Oenanthe lugens"
"2131","Oenanthe monacha"
"2132","Oenanthe monticola"
"2133","Oenanthe picata"
"2134","Oenanthe pleschanka"
"2135","Oenanthe xanthoprymna"
"2136","Onychognathus albirostris"
"2137","Onychognathus blythii"
"2138","Onychognathus frater"
"2139","Onychognathus fulgidus"
"2140","Onychognathus morio"
"2141","Onychognathus salvadorii"
"2142","Onychognathus tristramii"
"2143","Onychognathus walleri"
"2144","Onychoprion albostriatus"
"2145","Opisthoprora euryptera"
"2146","Oporornis formosus"
"2147","Oporornis philadelphia"
"2148","Oporornis tolmiei"
"2149","Oreolais pulchra"
"2150","Oreolais ruwenzorii"
"2151","Oreomystis mana"
"2152","Oreonympha nobilis"
"2153","Oreotrochilus chimborazo"
"2154","Oreotrochilus estella"
"2155","Oreotrochilus leucopleurus"
"2156","Oreotrochilus melanogaster"
"2157","Oriolus albiloris"
"2158","Oriolus bouroensis"
"2159","Oriolus brachyrhynchus"
"2160","Oriolus chinensis"
"2161","Oriolus chlorocephalus"
"2162","Oriolus cruentus"
"2163","Oriolus flavocinctus"
"2164","Oriolus forsteni"
"2165","Oriolus hosii"
"2166","Oriolus isabellae"
"2167","Oriolus larvatus"
"2168","Oriolus melanotis"
"2169","Oriolus monacha"
"2170","Oriolus nigripennis"
"2171","Oriolus oriolus"
"2172","Oriolus percivali"
"2173","Oriolus phaeochromus"
"2174","Oriolus sagittatus"
"2175","Oriolus szalayi"
"2176","Oriolus traillii"
"2177","Oriolus xanthornus"
"2178","Oriturus superciliosus"
"2179","Ortalis canicollis"
"2180","Ortalis cinereiceps"
"2181","Ortalis garrula"
"2182","Ortalis guttata"
"2183","Ortalis leucogastra"
"2184","Ortalis motmot"
"2185","Ortalis poliocephala"
"2186","Ortalis ruficauda"
"2187","Ortalis vetula"
"2188","Orthonyx novaeguineae"
"2189","Orthonyx spaldingii"
"2190","Orthonyx temminckii"
"2191","Otidiphaps nobilis"
"2192","Otis tarda"
"2193","Oxylabes madagascariensis"
"2194","Oxypogon guerinii"
"2195","Oxyura australis"
"2196","Oxyura jamaicensis"
"2197","Oxyura leucocephala"
"2198","Oxyura maccoa"
"2199","Oxyura vittata"
"2200","Pachycephalopsis hattamensis"
"2201","Pachycephalopsis poliosoma"
"2202","Pachycoccyx audeberti"
"2203","Pachyramphus aglaiae"
"2204","Pachyramphus albogriseus"
"2205","Pachyramphus castaneus"
"2206","Pachyramphus cinnamomeus"
"2207","Pachyramphus homochrous"
"2208","Pachyramphus major"
"2209","Pachyramphus marginatus"
"2210","Pachyramphus polychopterus"
"2211","Pachyramphus rufus"
"2212","Pachyramphus spodiurus"
"2213","Palmeria dolei"
"2214","Panterpe insignis"
"2215","Parabuteo unicinctus"
"2216","Paradigalla brevicauda"
"2217","Paradigalla carunculata"
"2218","Paradisaea apoda"
"2219","Paradisaea decora"
"2220","Paradisaea raggiana"
"2221","Paradisaea rubra"
"2222","Paramythia montium"
"2223","Pardalotus punctatus"
"2224","Pardalotus rubricatus"
"2225","Pardalotus striatus"
"2226","Parkerthraustes humeralis"
"2227","Paroaria baeri"
"2228","Paroaria capitata"
"2229","Paroaria coronata"
"2230","Paroaria gularis"
"2231","Parophasma galinieri"
"2232","Parotia carolae"
"2233","Parotia helenae"
"2234","Parotia lawesii"
"2235","Parotia sefilata"
"2236","Parotia wahnesi"
"2237","Parula americana"
"2238","Parula gutturalis"
"2239","Parula pitiayumi"
"2240","Parula superciliosa"
"2241","Parus afer"
"2242","Parus albiventris"
"2243","Parus fasciiventer"
"2244","Parus funereus"
"2245","Parus humilis"
"2246","Parus major"
"2247","Parus monticolus"
"2248","Parus niger"
"2249","Parus rufiventris"
"2250","Parus spilonotus"
"2251","Parus xanthogenys"
"2252","Passerella iliaca"
"2253","Passerina amoena"
"2254","Passerina caerulea"
"2255","Passerina ciris"
"2256","Passerina versicolor"
"2257","Pastor roseus"
"2258","Patagioenas araucana"
"2259","Patagioenas cayennensis"
"2260","Patagioenas fasciata"
"2261","Patagioenas flavirostris"
"2262","Patagioenas leucocephala"
"2263","Patagioenas maculosa"
"2264","Patagioenas oenops"
"2265","Patagioenas picazuro"
"2266","Patagioenas plumbea"
"2267","Patagioenas squamosa"
"2268","Patagioenas subvinacea"
"2269","Pauxi pauxi"
"2270","Pavo cristatus"
"2271","Pavo muticus"
"2272","Peneoenanthe pulverulenta"
"2273","Peneothello bimaculata"
"2274","Peneothello cyanus"
"2275","Peneothello sigillata"
"2276","Pentholaea arnotti"
"2277","Perdix dauurica"
"2278","Perdix perdix"
"2279","Pericrocotus brevirostris"
"2280","Pericrocotus cantonensis"
"2281","Pericrocotus cinnamomeus"
"2282","Pericrocotus divaricatus"
"2283","Pericrocotus ethologus"
"2284","Pericrocotus igneus"
"2285","Pericrocotus lansbergei"
"2286","Pericrocotus miniatus"
"2287","Pericrocotus roseus"
"2288","Pericrocotus tegimae"
"2289","Periparus amabilis"
"2290","Periparus ater"
"2291","Periparus elegans"
"2292","Periparus rubidiventris"
"2293","Periparus rufonuchalis"
"2294","Periparus venustulus"
"2295","Periporphyrus erythromelas"
"2296","Perisoreus infaustus"
"2297","Perisoreus internigrans"
"2298","Perissocephalus tricolor"
"2299","Pernis apivorus"
"2300","Pernis celebensis"
"2301","Pernis ptilorhynchus"
"2302","Petrochelidon ariel"
"2303","Petrochelidon fluvicola"
"2304","Petrochelidon fulva"
"2305","Petrochelidon nigricans"
"2306","Petrochelidon preussi"
"2307","Petrochelidon pyrrhonota"
"2308","Petrochelidon rufigula"
"2309","Petrochelidon rufocollaris"
"2310","Petroica australis"
"2311","Petroica goodenovii"
"2312","Petroica macrocephala"
"2313","Petroica multicolor"
"2314","Petroica phoenicea"
"2315","Petroica rodinogaster"
"2316","Petroica rosea"
"2317","Petroica traversi"
"2318","Pezoporus occidentalis"
"2319","Pezoporus wallicus"
"2320","Phaenicophaeus curvirostris"
"2321","Phaenicophaeus diardi"
"2322","Phaenicophaeus pyrrhocephalus"
"2323","Phaenicophaeus sumatranus"
"2324","Phaenicophaeus tristis"
"2325","Phaenicophaeus viridirostris"
"2326","Phaenicophilus palmarum"
"2327","Phaenicophilus poliocephalus"
"2328","Phaeothlypis fulvicauda"
"2329","Phaeothlypis rivularis"
"2330","Phaethornis atrimentalis"
"2331","Phaethornis augusti"
"2332","Phaethornis bourcieri"
"2333","Phaethornis eurynome"
"2334","Phaethornis griseogularis"
"2335","Phaethornis guy"
"2336","Phaethornis hispidus"
"2337","Phaethornis koepckeae"
"2338","Phaethornis malaris"
"2339","Phaethornis philippii"
"2340","Phaethornis pretrei"
"2341","Phaethornis ruber"
"2342","Phaethornis striigularis"
"2343","Phaethornis subochraceus"
"2344","Phaethornis superciliosus"
"2345","Phaethornis yaruqui"
"2346","Phalaropus fulicarius"
"2347","Phalaropus lobatus"
"2348","Pharomachrus antisianus"
"2349","Pharomachrus auriceps"
"2350","Pharomachrus fulgidus"
"2351","Pharomachrus pavoninus"
"2352","Phasianus colchicus"
"2353","Phasianus versicolor"
"2354","Phedina brazzae"
"2355","Philentoma pyrhoptera"
"2356","Philentoma velata"
"2357","Philesturnus carunculatus"
"2358","Philetairus socius"
"2359","Philohydor lictor"
"2360","Philomachus pugnax"
"2361","Phimosus infuscatus"
"2362","Phlegopsis nigromaculata"
"2363","Phleocryptes melanops"
"2364","Phoeniconaias minor"
"2365","Phoenicopterus andinus"
"2366","Phoenicopterus chilensis"
"2367","Phoenicopterus jamesi"
"2368","Phoenicopterus roseus"
"2369","Phoenicurus auroreus"
"2370","Phoenicurus caeruleocephala"
"2371","Phoenicurus erythrogastrus"
"2372","Phoenicurus erythronotus"
"2373","Phoenicurus frontalis"
"2374","Phoenicurus hodgsoni"
"2375","Phoenicurus moussieri"
"2376","Phoenicurus ochruros"
"2377","Phoenicurus phoenicurus"
"2378","Phoenicurus schisticeps"
"2379","Pholidornis rushiae"
"2380","Phrygilus alaudinus"
"2381","Phrygilus atriceps"
"2382","Phrygilus carbonarius"
"2383","Phrygilus dorsalis"
"2384","Phrygilus fruticeti"
"2385","Phrygilus gayi"
"2386","Phrygilus patagonicus"
"2387","Phrygilus plebejus"
"2388","Phrygilus unicolor"
"2389","Phylidonyris niger"
"2390","Phylidonyris novaehollandiae"
"2391","Phyllastrephus albigularis"
"2392","Phyllastrephus cabanisi"
"2393","Phyllastrephus cerviniventris"
"2394","Phyllastrephus fischeri"
"2395","Phyllastrephus flavostriatus"
"2396","Phyllastrephus hypochloris"
"2397","Phyllastrephus poensis"
"2398","Phyllastrephus strepitans"
"2399","Phyllastrephus xavieri"
"2400","Phylloscopus affinis"
"2401","Phylloscopus amoenus"
"2402","Phylloscopus armandii"
"2403","Phylloscopus borealis"
"2404","Phylloscopus borealoides"
"2405","Phylloscopus canariensis"
"2406","Phylloscopus cantator"
"2407","Phylloscopus cebuensis"
"2408","Phylloscopus chloronotus"
"2409","Phylloscopus claudiae"
"2410","Phylloscopus coronatus"
"2411","Phylloscopus davisoni"
"2412","Phylloscopus forresti"
"2413","Phylloscopus fuligiventer"
"2414","Phylloscopus fuscatus"
"2415","Phylloscopus goodsoni"
"2416","Phylloscopus griseolus"
"2417","Phylloscopus humei"
"2418","Phylloscopus ijimae"
"2419","Phylloscopus inornatus"
"2420","Phylloscopus kansuensis"
"2421","Phylloscopus laetus"
"2422","Phylloscopus maculipennis"
"2423","Phylloscopus magnirostris"
"2424","Phylloscopus occipitalis"
"2425","Phylloscopus ogilviegranti"
"2426","Phylloscopus olivaceus"
"2427","Phylloscopus poliocephalus"
"2428","Phylloscopus presbytes"
"2429","Phylloscopus proregulus"
"2430","Phylloscopus pulcher"
"2431","Phylloscopus reguloides"
"2432","Phylloscopus ricketti"
"2433","Phylloscopus ruficapilla"
"2434","Phylloscopus schwarzi"
"2435","Phylloscopus sindianus"
"2436","Phylloscopus tenellipes"
"2437","Phylloscopus trivirgatus"
"2438","Phylloscopus umbrovirens"
"2439","Phylloscopus xanthoschistos"
"2440","Phylloscopus yunnanensis"
"2441","Picathartes gymnocephalus"
"2442","Picathartes oreas"
"2443","Picoides albolarvatus"
"2444","Picoides arizonae"
"2445","Picoides nuttallii"
"2446","Picoides scalaris"
"2447","Picoides stricklandi"
"2448","Picoides villosus"
"2449","Picus canus"
"2450","Picus chlorolophus"
"2451","Picus erythropygius"
"2452","Picus flavinucha"
"2453","Picus mentalis"
"2454","Picus puniceus"
"2455","Picus rabieri"
"2456","Picus vaillantii"
"2457","Picus viridanus"
"2458","Picus viridis"
"2459","Picus vittatus"
"2460","Picus xanthopygaeus"
"2461","Pinarochroa sordida"
"2462","Pinaroloxias inornata"
"2463","Pionites leucogaster"
"2464","Pionites melanocephalus"
"2465","Pionus chalcopterus"
"2466","Pionus maximiliani"
"2467","Pionus menstruus"
"2468","Pionus senilis"
"2469","Pionus sordidus"
"2470","Pionus tumultuosus"
"2471","Pipile cumanensis"
"2472","Pipile jacutinga"
"2473","Pipile pipile"
"2474","Pipilo aberti"
"2475","Pipilo albicollis"
"2476","Pipilo chlorurus"
"2477","Pipilo crissalis"
"2478","Pipilo erythrophthalmus"
"2479","Pipilo fuscus"
"2480","Pipilo maculatus"
"2481","Pipilo ocai"
"2482","Pipra aureola"
"2483","Pipra erythrocephala"
"2484","Pipra fasciicauda"
"2485","Pipra filicauda"
"2486","Pipra mentalis"
"2487","Pipra pipra"
"2488","Pipraeidea melanonota"
"2489","Piranga bidentata"
"2490","Piranga erythrocephala"
"2491","Piranga flava"
"2492","Piranga leucoptera"
"2493","Piranga ludoviciana"
"2494","Piranga olivacea"
"2495","Piranga rubra"
"2496","Piranga rubriceps"
"2497","Pitangus sulphuratus"
"2498","Pithecophaga jefferyi"
"2499","Pithys albifrons"
"2500","Pithys castaneus"
"2501","Pitohui cristatus"
"2502","Pitohui dichrous"
"2503","Pitohui ferrugineus"
"2504","Pitohui incertus"
"2505","Pitohui kirhocephalus"
"2506","Pitta anerythra"
"2507","Pitta angolensis"
"2508","Pitta arquata"
"2509","Pitta baudii"
"2510","Pitta elegans"
"2511","Pitta elliotii"
"2512","Pitta erythrogaster"
"2513","Pitta granatina"
"2514","Pitta guajana"
"2515","Pitta gurneyi"
"2516","Pitta iris"
"2517","Pitta kochi"
"2518","Pitta maxima"
"2519","Pitta nipalensis"
"2520","Pitta nympha"
"2521","Pitta reichenowi"
"2522","Pitta sordida"
"2523","Pitta soror"
"2524","Pitta steerii"
"2525","Pitta superba"
"2526","Pitta versicolor"
"2527","Pittasoma michleri"
"2528","Pittasoma rufopileatum"
"2529","Pityriasis gymnocephala"
"2530","Platycercus adscitus"
"2531","Platycercus caledonicus"
"2532","Platycercus elegans"
"2533","Platycercus eximius"
"2534","Platyrinchus coronatus"
"2535","Platyrinchus leucoryphus"
"2536","Platyrinchus mystaceus"
"2537","Platyrinchus platyrhynchos"
"2538","Platyrinchus saturatus"
"2539","Platysmurus leucopterus"
"2540","Platyspiza crassirostris"
"2541","Platysteira albifrons"
"2542","Platysteira cyanea"
"2543","Platysteira laticincta"
"2544","Platysteira peltata"
"2545","Plectorhyncha lanceolata"
"2546","Plectrophenax hyperboreus"
"2547","Plectrophenax nivalis"
"2548","Plegadis chihi"
"2549","Plegadis falcinellus"
"2550","Plegadis ridgwayi"
"2551","Pluvialis apricaria"
"2552","Pluvialis dominica"
"2553","Pluvialis fulva"
"2554","Pluvialis squatarola"
"2555","Podager nacunda"
"2556","Podargus papuensis"
"2557","Podargus strigoides"
"2558","Podiceps auritus"
"2559","Podiceps cristatus"
"2560","Podiceps grisegena"
"2561","Podiceps major"
"2562","Podiceps nigricollis"
"2563","Podilymbus podiceps"
"2564","Poecile atricapillus"
"2565","Poecile carolinensis"
"2566","Poecile cinctus"
"2567","Poecile davidi"
"2568","Poecile gambeli"
"2569","Poecile hudsonicus"
"2570","Poecile lugubris"
"2571","Poecile montanus"
"2572","Poecile palustris"
"2573","Poecile rufescens"
"2574","Poecile sclateri"
"2575","Poecile superciliosus"
"2576","Poecile varius"
"2577","Poeoptera femoralis"
"2578","Poeoptera kenricki"
"2579","Poeoptera sharpii"
"2580","Poeoptera stuhlmanni"
"2581","Poephila acuticauda"
"2582","Poephila cincta"
"2583","Poephila personata"
"2584","Pogonocichla stellata"
"2585","Polioxolmis rufipennis"
"2586","Polyonymus caroli"
"2587","Polyplectron bicalcaratum"
"2588","Polyplectron chalcurum"
"2589","Polyplectron germaini"
"2590","Polyplectron katsumatae"
"2591","Polyplectron malacense"
"2592","Polyplectron schleiermacheri"
"2593","Polysticta stelleri"
"2594","Polystictus pectoralis"
"2595","Polystictus superciliaris"
"2596","Pomarea dimidiata"
"2597","Pomarea iphis"
"2598","Pomarea mendozae"
"2599","Pomarea nigra"
"2600","Pomarea whitneyi"
"2601","Pomatostomus halli"
"2602","Pomatostomus ruficeps"
"2603","Pomatostomus superciliosus"
"2604","Pomatostomus temporalis"
"2605","Pooecetes gramineus"
"2606","Poospiza alticola"
"2607","Poospiza boliviana"
"2608","Poospiza caesar"
"2609","Poospiza cinerea"
"2610","Poospiza erythrophrys"
"2611","Poospiza hispaniolensis"
"2612","Poospiza hypochondria"
"2613","Poospiza melanoleuca"
"2614","Poospiza ornata"
"2615","Poospiza torquata"
"2616","Porphyrio flavirostris"
"2617","Porphyrio hochstetteri"
"2618","Porphyrio martinicus"
"2619","Porphyrio porphyrio"
"2620","Porphyrospiza caerulescens"
"2621","Premnoplex brunnescens"
"2622","Premnoplex tatei"
"2623","Primolius auricollis"
"2624","Primolius maracana"
"2625","Prionochilus maculatus"
"2626","Prionochilus plateni"
"2627","Prionochilus thoracicus"
"2628","Prionochilus xanthopygius"
"2629","Prionodura newtoniana"
"2630","Priotelus roseigaster"
"2631","Priotelus temnurus"
"2632","Probosciger aterrimus"
"2633","Progne chalybea"
"2634","Progne cryptoleuca"
"2635","Progne dominicensis"
"2636","Progne modesta"
"2637","Progne murphyi"
"2638","Progne sinaloae"
"2639","Promerops cafer"
"2640","Promerops gurneyi"
"2641","Prosthemadera novaeseelandiae"
"2642","Protonotaria citrea"
"2643","Psalidoprocne albiceps"
"2644","Psalidoprocne fuliginosa"
"2645","Psalidoprocne nitens"
"2646","Psalidoprocne obscura"
"2647","Psalidoprocne pristoptera"
"2648","Psarisomus dalhousiae"
"2649","Psarocolius angustifrons"
"2650","Psarocolius atrovirens"
"2651","Psarocolius bifasciatus"
"2652","Psarocolius montezuma"
"2653","Psarocolius viridis"
"2654","Psarocolius wagleri"
"2655","Pselliophorus luteoviridis"
"2656","Pselliophorus tibialis"
"2657","Psephotus dissimilis"
"2658","Psephotus haematonotus"
"2659","Psephotus varius"
"2660","Pseudalethe choloensis"
"2661","Pseudalethe fuelleborni"
"2662","Pseudalethe poliocephala"
"2663","Pseudalethe poliophrys"
"2664","Pseudelaenia leucospodia"
"2665","Pseudeos fuscata"
"2666","Pseudhirundo griseopyga"
"2667","Pseudoalcippe abyssinica"
"2668","Pseudobias wardi"
"2669","Pseudochelidon eurystomina"
"2670","Pseudocolopteryx acutipennis"
"2671","Pseudocolopteryx flaviventris"
"2672","Pseudocolopteryx sclateri"
"2673","Pseudoleistes guirahuro"
"2674","Pseudoleistes virescens"
"2675","Pseudonestor xanthophrys"
"2676","Psilopsiagon aurifrons"
"2677","Psilopsiagon aymara"
"2678","Psilorhamphus guttatus"
"2679","Psittacula alexandri"
"2680","Psittacula calthropae"
"2681","Psittacula columboides"
"2682","Psittacula cyanocephala"
"2683","Psittacula derbiana"
"2684","Psittacula echo"
"2685","Psittacula eupatria"
"2686","Psittacula finschii"
"2687","Psittacula himalayana"
"2688","Psittacula krameri"
"2689","Psittacula longicauda"
"2690","Psittacula roseata"
"2691","Psittinus cyanurus"
"2692","Psophia leucoptera"
"2693","Psophia viridis"
"2694","Psophocichla litsitsirupa"
"2695","Pteridophora alberti"
"2696","Pteroglossus beauharnaesii"
"2697","Pteroglossus bitorquatus"
"2698","Pteroglossus castanotis"
"2699","Pteroglossus frantzii"
"2700","Pteroglossus inscriptus"
"2701","Pteroglossus pluricinctus"
"2702","Pteroglossus torquatus"
"2703","Pteroglossus viridis"
"2704","Pteronetta hartlaubii"
"2705","Pterophanes cyanopterus"
"2706","Pteroptochos castaneus"
"2707","Pteroptochos megapodius"
"2708","Pteroptochos tarnii"
"2709","Pteruthius aenobarbus"
"2710","Pteruthius flaviscapis"
"2711","Pteruthius melanotis"
"2712","Pteruthius rufiventer"
"2713","Ptilogonys caudatus"
"2714","Ptilogonys cinereus"
"2715","Ptiloris intercedens"
"2716","Ptiloris magnificus"
"2717","Ptiloris paradiseus"
"2718","Ptiloris victoriae"
"2719","Ptyonoprogne concolor"
"2720","Ptyonoprogne fuligula"
"2721","Ptyonoprogne rupestris"
"2722","Ptyrticus turdinus"
"2723","Pucrasia macrolopha"
"2724","Purpureicephalus spurius"
"2725","Pygiptila stellaris"
"2726","Pyrgilauda blanfordi"
"2727","Pyrgilauda davidiana"
